Estatísticas para UPLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=23804.08 bps, std=2812.74, mediana=24304.76, min=18845.70, max=26874.72, n=5, outliers=0
tree_ORTHOMCL421_Inner3.nexus: média=4571.17 bps, std=253.13, mediana=4736.56, min=4130.60, max=4790.15, n=5, outliers=0
tree_ORTHOMCL421_Inner4.nexus: média=34136.98 bps, std=2196.01, mediana=33032.96, min=31775.86, max=37747.09, n=5, outliers=0
tree_ORTHOMCL421_Inner5.nexus: média=18979.55 bps, std=1936.25, mediana=19197.53, min=16744.26, max=22294.09, n=5, outliers=0
tree_ORTHOMCL421_Inner6.nexus: média=66465.84 bps, std=8136.90, mediana=69433.13, min=50575.71, max=72324.38, n=5, outliers=0
tree_ORTHOMCL424_Inner1.nexus: média=18490.23 bps, std=585.01, mediana=18130.81, min=17960.79, max=19526.19, n=5, outliers=0
tree_ORTHOMCL424_Inner2.nexus: média=24282.30 bps, std=3046.44, mediana=24984.51, min=20696.50, max=28060.25, n=5, outliers=0
tree_ORTHOMCL424_Inner3.nexus: média=20204.50 bps, std=3183.92, mediana=18811.31, min=17547.22, max=26434.29, n=5, outliers=0
tree_ORTHOMCL424_Inner4.nexus: média=23648.65 bps, std=1667.24, mediana=23398.24, min=21045.13, max=25902.50, n=5, outliers=0
tree_ORTHOMCL424_Inner5.nexus: média=32617.49 bps, std=2409.62, mediana=32363.16, min=29687.22, max=36718.50, n=5, outliers=0
tree_ORTHOMCL424_Inner6.nexus: média=65280.84 bps, std=9653.20, mediana=72393.50, min=52804.57, max=73797.54, n=5, outliers=0
tree_ORTHOMCL441_Inner1.nexus: média=19322.02 bps, std=2262.46, mediana=18441.15, min=17563.04, max=23655.01, n=5, outliers=0
tree_ORTHOMCL441_Inner2.nexus: média=21651.75 bps, std=3398.42, mediana=23130.37, min=16542.64, max=25243.79, n=5, outliers=0
tree_ORTHOMCL441_Inner3.nexus: média=34620.60 bps, std=4174.47, mediana=34393.59, min=29869.17, max=40729.80, n=5, outliers=0
tree_ORTHOMCL441_Inner4.nexus: média=36440.99 bps, std=4267.95, mediana=35241.98, min=32256.93, max=44512.34, n=5, outliers=0
tree_ORTHOMCL441_Inner5.nexus: média=50843.29 bps, std=7897.54, mediana=50892.79, min=41195.21, max=62028.72, n=5, outliers=0
tree_ORTHOMCL441_Inner6.nexus: média=60531.23 bps, std=7543.74, mediana=58370.01, min=50255.73, max=69440.40, n=5, outliers=0
tree_ORTHOMCL458_Inner1.nexus: média=18931.69 bps, std=998.43, mediana=18525.55, min=17858.70, max=20535.26, n=5, outliers=0
tree_ORTHOMCL458_Inner2.nexus: média=30825.84 bps, std=3785.93, mediana=31890.92, min=26294.42, max=35839.72, n=5, outliers=0
tree_ORTHOMCL458_Inner3.nexus: média=30552.81 bps, std=3029.92, mediana=29962.47, min=27854.06, max=36164.12, n=5, outliers=0
tree_ORTHOMCL458_Inner4.nexus: média=22227.68 bps, std=2816.64, mediana=23998.32, min=18263.66, max=24935.41, n=5, outliers=0
tree_ORTHOMCL458_Inner5.nexus: média=45657.27 bps, std=1416.40, mediana=45578.10, min=43627.50, max=47423.87, n=5, outliers=0
tree_ORTHOMCL465_Inner1.nexus: média=22805.85 bps, std=3123.64, mediana=24912.94, min=18486.93, max=25581.86, n=5, outliers=0
tree_ORTHOMCL465_Inner2.nexus: média=26337.29 bps, std=3110.27, mediana=24942.21, min=24495.47, max=32540.02, n=5, outliers=0
tree_ORTHOMCL465_Inner3.nexus: média=36813.68 bps, std=4720.02, mediana=39685.68, min=30849.94, max=41301.52, n=5, outliers=0
tree_ORTHOMCL465_Inner4.nexus: média=43014.71 bps, std=6916.54, mediana=39130.67, min=35934.45, max=51683.71, n=5, outliers=0
tree_ORTHOMCL465_Inner5.nexus: média=19016.66 bps, std=2847.04, mediana=17905.93, min=17130.45, max=24647.70, n=5, outliers=0
tree_ORTHOMCL465_Inner6.nexus: média=51593.46 bps, std=4817.08, mediana=51971.86, min=43620.62, max=57638.18, n=5, outliers=0
tree_ORTHOMCL508_Inner1.nexus: média=23072.29 bps, std=1263.06, mediana=23220.23, min=20972.39, max=24463.48, n=5, outliers=0
tree_ORTHOMCL508_Inner2.nexus: média=26899.79 bps, std=1966.11, mediana=26196.25, min=24916.39, max=30205.32, n=5, outliers=0
tree_ORTHOMCL508_Inner3.nexus: média=21933.94 bps, std=2518.68, mediana=22265.16, min=18811.12, max=25114.46, n=5, outliers=0
tree_ORTHOMCL508_Inner4.nexus: média=32294.20 bps, std=4521.79, mediana=30349.90, min=29180.62, max=41290.21, n=5, outliers=0
tree_ORTHOMCL508_Inner5.nexus: média=60474.39 bps, std=9967.08, mediana=63181.98, min=46817.05, max=72264.22, n=5, outliers=0
tree_ORTHOMCL510_Inner1.nexus: média=19053.02 bps, std=1314.99, mediana=18335.06, min=18131.18, max=21642.05, n=5, outliers=0
tree_ORTHOMCL510_Inner2.nexus: média=29253.68 bps, std=4141.42, mediana=30876.20, min=23088.64, max=34335.97, n=5, outliers=0
tree_ORTHOMCL510_Inner3.nexus: média=18593.55 bps, std=704.16, mediana=18678.59, min=17265.96, max=19253.99, n=5, outliers=0
tree_ORTHOMCL510_Inner4.nexus: média=30222.28 bps, std=3705.07, mediana=31878.17, min=25383.87, max=34370.81, n=5, outliers=0
tree_ORTHOMCL510_Inner5.nexus: média=52181.72 bps, std=5721.75, mediana=51467.98, min=42850.88, max=59360.34, n=5, outliers=0
tree_ORTHOMCL515_Inner1.nexus: média=21388.55 bps, std=4118.37, mediana=19088.39, min=16468.77, max=26403.08, n=5, outliers=0
tree_ORTHOMCL515_Inner2.nexus: média=28544.71 bps, std=3704.74, mediana=28451.64, min=23140.10, max=33393.20, n=5, outliers=0
tree_ORTHOMCL515_Inner3.nexus: média=20718.27 bps, std=2339.67, mediana=19934.87, min=17763.70, max=24063.41, n=5, outliers=0
tree_ORTHOMCL515_Inner4.nexus: média=22352.39 bps, std=2133.91, mediana=23204.40, min=19298.19, max=25196.48, n=5, outliers=0
tree_ORTHOMCL515_Inner5.nexus: média=45466.82 bps, std=10289.68, mediana=45096.64, min=31572.20, max=63113.24, n=5, outliers=0
tree_ORTHOMCL524_Inner1.nexus: média=25485.81 bps, std=4356.27, mediana=23880.34, min=20184.06, max=32618.32, n=5, outliers=0
tree_ORTHOMCL524_Inner2.nexus: média=19249.32 bps, std=3603.03, mediana=19171.01, min=12983.24, max=22927.43, n=5, outliers=0
tree_ORTHOMCL524_Inner3.nexus: média=20327.24 bps, std=2894.69, mediana=19084.35, min=18267.83, max=25996.02, n=5, outliers=0
tree_ORTHOMCL524_Inner4.nexus: média=31829.51 bps, std=3129.91, mediana=31201.78, min=28075.18, max=36055.69, n=5, outliers=0
tree_ORTHOMCL524_Inner5.nexus: média=61068.81 bps, std=7522.57, mediana=59192.04, min=51640.91, max=69999.24, n=5, outliers=0
tree_ORTHOMCL525_Inner1.nexus: média=19715.88 bps, std=1857.39, mediana=19172.17, min=17275.94, max=22788.85, n=5, outliers=0
tree_ORTHOMCL525_Inner2.nexus: média=21784.53 bps, std=3811.65, mediana=24296.62, min=17078.80, max=25871.34, n=5, outliers=0
tree_ORTHOMCL525_Inner3.nexus: média=22927.77 bps, std=4287.84, mediana=20017.00, min=18807.99, max=29002.68, n=5, outliers=0
tree_ORTHOMCL525_Inner4.nexus: média=33254.08 bps, std=4982.16, mediana=32082.23, min=27896.40, max=41064.03, n=5, outliers=0
tree_ORTHOMCL525_Inner5.nexus: média=53270.75 bps, std=10508.23, mediana=50022.07, min=45379.91, max=73893.44, n=5, outliers=0
tree_ORTHOMCL526_Inner1.nexus: média=21132.02 bps, std=1910.70, mediana=20238.60, min=18960.31, max=24467.30, n=5, outliers=0
tree_ORTHOMCL526_Inner2.nexus: média=19454.36 bps, std=2192.14, mediana=18371.55, min=16854.75, max=22916.50, n=5, outliers=0
tree_ORTHOMCL526_Inner3.nexus: média=29590.21 bps, std=4970.38, mediana=29677.02, min=23864.16, max=36649.05, n=5, outliers=0
tree_ORTHOMCL526_Inner4.nexus: média=27648.79 bps, std=3909.48, mediana=26457.73, min=23189.88, max=32355.08, n=5, outliers=0
tree_ORTHOMCL526_Inner5.nexus: média=52016.40 bps, std=10848.11, mediana=46787.17, min=43384.74, max=73151.30, n=5, outliers=0
tree_ORTHOMCL534_Inner1.nexus: média=21381.00 bps, std=3910.73, mediana=18648.77, min=17409.61, max=26564.66, n=5, outliers=0
tree_ORTHOMCL534_Inner2.nexus: média=21082.29 bps, std=4055.31, mediana=19728.56, min=18227.53, max=29089.08, n=5, outliers=0
tree_ORTHOMCL534_Inner3.nexus: média=17964.78 bps, std=1735.22, mediana=17018.05, min=16302.55, max=20264.15, n=5, outliers=0
tree_ORTHOMCL534_Inner4.nexus: média=28844.64 bps, std=2861.44, mediana=28248.02, min=25164.07, max=33479.26, n=5, outliers=0
tree_ORTHOMCL534_Inner5.nexus: média=52506.09 bps, std=5891.55, mediana=48100.96, min=47279.51, max=60623.47, n=5, outliers=0
tree_ORTHOMCL537_Inner1.nexus: média=20730.28 bps, std=2708.58, mediana=19260.84, min=17472.36, max=24745.66, n=5, outliers=0
tree_ORTHOMCL537_Inner2.nexus: média=23054.91 bps, std=3366.85, mediana=21759.19, min=18212.29, max=27223.30, n=5, outliers=0
tree_ORTHOMCL537_Inner3.nexus: média=30258.36 bps, std=2019.39, mediana=29709.45, min=28424.13, max=34186.39, n=5, outliers=0
tree_ORTHOMCL537_Inner4.nexus: média=22252.18 bps, std=2771.91, mediana=22689.64, min=18880.36, max=25854.93, n=5, outliers=0
tree_ORTHOMCL537_Inner5.nexus: média=52802.72 bps, std=8181.12, mediana=47695.31, min=43988.86, max=64682.66, n=5, outliers=0
tree_ORTHOMCL540_Inner1.nexus: média=21009.52 bps, std=2989.73, mediana=20728.68, min=16843.93, max=25441.60, n=5, outliers=0
tree_ORTHOMCL540_Inner2.nexus: média=21168.92 bps, std=2142.50, mediana=20586.64, min=18885.50, max=25041.88, n=5, outliers=0
tree_ORTHOMCL540_Inner3.nexus: média=29379.76 bps, std=3349.00, mediana=30489.29, min=24394.98, max=33050.38, n=5, outliers=0
tree_ORTHOMCL540_Inner4.nexus: média=23657.60 bps, std=1659.60, mediana=24223.20, min=20576.36, max=25125.71, n=5, outliers=0
tree_ORTHOMCL540_Inner5.nexus: média=51884.42 bps, std=6515.78, mediana=49088.52, min=43553.23, max=62412.98, n=5, outliers=0
tree_ORTHOMCL557_Inner1.nexus: média=21639.90 bps, std=3856.41, mediana=20075.37, min=17161.30, max=27227.26, n=5, outliers=0
tree_ORTHOMCL557_Inner2.nexus: média=27282.11 bps, std=4597.87, mediana=24675.80, min=23416.40, max=35466.05, n=5, outliers=0
tree_ORTHOMCL557_Inner3.nexus: média=34940.33 bps, std=5018.74, mediana=31606.48, min=30851.87, max=43448.49, n=5, outliers=0
tree_ORTHOMCL557_Inner4.nexus: média=20586.90 bps, std=2686.28, mediana=19939.42, min=18151.82, max=25795.18, n=5, outliers=0
tree_ORTHOMCL557_Inner5.nexus: média=57945.91 bps, std=10599.73, mediana=65522.75, min=43925.44, max=68338.69, n=5, outliers=0
tree_ORTHOMCL581_Inner1.nexus: média=21794.83 bps, std=3321.27, mediana=23186.46, min=17356.61, max=25610.66, n=5, outliers=0
tree_ORTHOMCL581_Inner2.nexus: média=21673.73 bps, std=2726.84, mediana=20826.70, min=19348.87, max=26883.09, n=5, outliers=0
tree_ORTHOMCL581_Inner3.nexus: média=19159.28 bps, std=1480.26, mediana=18514.69, min=17828.79, max=21970.07, n=5, outliers=0
tree_ORTHOMCL581_Inner4.nexus: média=30083.15 bps, std=3526.43, mediana=30249.89, min=26212.99, max=36095.96, n=5, outliers=0
tree_ORTHOMCL581_Inner5.nexus: média=52778.26 bps, std=5054.26, mediana=53820.40, min=45703.05, max=60737.19, n=5, outliers=0
tree_ORTHOMCL588_Inner1.nexus: média=20151.41 bps, std=4372.43, mediana=20401.95, min=12553.10, max=24592.46, n=5, outliers=0
tree_ORTHOMCL588_Inner2.nexus: média=19021.98 bps, std=4050.17, mediana=17952.76, min=12996.51, max=23814.64, n=5, outliers=0
tree_ORTHOMCL588_Inner3.nexus: média=30566.99 bps, std=6344.80, mediana=28017.73, min=23949.22, max=39876.83, n=5, outliers=0
tree_ORTHOMCL588_Inner4.nexus: média=21174.29 bps, std=2604.43, mediana=20609.69, min=18241.19, max=25947.69, n=5, outliers=0
tree_ORTHOMCL588_Inner5.nexus: média=47962.90 bps, std=7037.03, mediana=44497.26, min=41334.53, max=60992.40, n=5, outliers=0
tree_ORTHOMCL592_Inner1.nexus: média=19819.70 bps, std=3274.15, mediana=18563.39, min=17167.64, max=26273.88, n=5, outliers=0
tree_ORTHOMCL592_Inner2.nexus: média=30055.39 bps, std=4408.01, mediana=30327.15, min=23762.75, max=37303.30, n=5, outliers=0
tree_ORTHOMCL592_Inner3.nexus: média=34180.69 bps, std=4271.98, mediana=34417.50, min=28593.83, max=41101.02, n=5, outliers=0
tree_ORTHOMCL592_Inner4.nexus: média=20172.70 bps, std=2502.46, mediana=19142.02, min=18397.69, max=25076.37, n=5, outliers=0
tree_ORTHOMCL592_Inner5.nexus: média=50825.14 bps, std=7388.89, mediana=46857.83, min=42276.23, max=62657.14, n=5, outliers=0
tree_ORTHOMCL596_Inner1.nexus: média=20710.17 bps, std=2504.61, mediana=20387.00, min=18341.09, max=25181.77, n=5, outliers=0
tree_ORTHOMCL596_Inner2.nexus: média=21148.41 bps, std=3673.95, mediana=19743.06, min=16547.38, max=25550.55, n=5, outliers=0
tree_ORTHOMCL596_Inner3.nexus: média=26629.43 bps, std=5212.91, mediana=24034.43, min=22894.64, max=36911.53, n=5, outliers=0
tree_ORTHOMCL596_Inner4.nexus: média=29445.42 bps, std=3972.59, mediana=27393.14, min=25462.70, max=34297.40, n=5, outliers=0
tree_ORTHOMCL596_Inner5.nexus: média=44443.70 bps, std=2182.44, mediana=43432.87, min=42307.15, max=47792.70, n=5, outliers=0
tree_ORTHOMCL609_Inner1.nexus: média=22190.06 bps, std=4250.19, mediana=21230.57, min=16916.17, max=27970.46, n=5, outliers=0
tree_ORTHOMCL609_Inner2.nexus: média=24944.43 bps, std=2639.35, mediana=24636.21, min=20963.74, max=29157.43, n=5, outliers=0
tree_ORTHOMCL609_Inner3.nexus: média=34614.64 bps, std=5551.10, mediana=33560.36, min=29038.89, max=45143.29, n=5, outliers=0
tree_ORTHOMCL609_Inner4.nexus: média=9289.24 bps, std=432.56, mediana=9161.63, min=8795.20, max=9926.81, n=5, outliers=0
tree_ORTHOMCL609_Inner5.nexus: média=52402.56 bps, std=4890.06, mediana=49778.51, min=47126.81, max=60573.89, n=5, outliers=0
tree_ORTHOMCL613_Inner1.nexus: média=22782.47 bps, std=4375.20, mediana=23405.45, min=17531.14, max=29596.79, n=5, outliers=0
tree_ORTHOMCL613_Inner2.nexus: média=25321.97 bps, std=2462.76, mediana=24425.93, min=22695.48, max=29889.31, n=5, outliers=0
tree_ORTHOMCL613_Inner3.nexus: média=33238.15 bps, std=4559.87, mediana=31120.51, min=28553.06, max=39656.08, n=5, outliers=0
tree_ORTHOMCL613_Inner4.nexus: média=21053.86 bps, std=3058.75, mediana=19830.51, min=18113.25, max=26713.36, n=5, outliers=0
tree_ORTHOMCL613_Inner5.nexus: média=54991.24 bps, std=6441.68, mediana=54029.97, min=44386.55, max=62793.70, n=5, outliers=0
tree_ORTHOMCL617_Inner1.nexus: média=20507.27 bps, std=2816.82, mediana=19064.06, min=17995.08, max=25312.84, n=5, outliers=0
tree_ORTHOMCL617_Inner2.nexus: média=21235.55 bps, std=4501.67, mediana=18987.27, min=15549.03, max=27231.90, n=5, outliers=0
tree_ORTHOMCL617_Inner3.nexus: média=20251.18 bps, std=2345.87, mediana=19158.52, min=18355.19, max=24832.51, n=5, outliers=0
tree_ORTHOMCL617_Inner4.nexus: média=29953.54 bps, std=4624.55, mediana=27020.89, min=25842.13, max=37949.80, n=5, outliers=0
tree_ORTHOMCL617_Inner5.nexus: média=57437.37 bps, std=9597.09, mediana=54143.12, min=46938.02, max=75394.73, n=5, outliers=0
tree_ORTHOMCL625_Inner1.nexus: média=21033.35 bps, std=3146.68, mediana=20004.79, min=18280.94, max=27128.88, n=5, outliers=0
tree_ORTHOMCL625_Inner2.nexus: média=21663.11 bps, std=3947.57, mediana=18639.65, min=18317.16, max=26704.86, n=5, outliers=0
tree_ORTHOMCL625_Inner3.nexus: média=19096.33 bps, std=1901.14, mediana=18194.93, min=17227.22, max=22647.40, n=5, outliers=0
tree_ORTHOMCL625_Inner4.nexus: média=35000.10 bps, std=5039.86, mediana=36352.09, min=28863.60, max=41478.70, n=5, outliers=0
tree_ORTHOMCL625_Inner5.nexus: média=54679.93 bps, std=8384.74, mediana=57749.01, min=43377.41, max=66048.16, n=5, outliers=0
tree_ORTHOMCL626_Inner1.nexus: média=21297.20 bps, std=3491.35, mediana=20746.58, min=16562.24, max=27441.83, n=5, outliers=0
tree_ORTHOMCL626_Inner2.nexus: média=21894.48 bps, std=4371.97, mediana=19161.48, min=17948.03, max=29492.17, n=5, outliers=0
tree_ORTHOMCL626_Inner3.nexus: média=21228.64 bps, std=3939.46, mediana=23199.37, min=14650.43, max=25563.32, n=5, outliers=0
tree_ORTHOMCL626_Inner4.nexus: média=32599.42 bps, std=3317.73, mediana=30607.81, min=29243.29, max=37126.23, n=5, outliers=0
tree_ORTHOMCL626_Inner5.nexus: média=48695.29 bps, std=8189.08, mediana=45970.55, min=37873.63, max=62298.62, n=5, outliers=0
tree_ORTHOMCL641_Inner1.nexus: média=21093.74 bps, std=1848.52, mediana=20198.77, min=19423.55, max=24522.28, n=5, outliers=0
tree_ORTHOMCL641_Inner2.nexus: média=26267.74 bps, std=2718.20, mediana=25040.92, min=23476.74, max=30832.46, n=5, outliers=0
tree_ORTHOMCL641_Inner3.nexus: média=22220.93 bps, std=3532.82, mediana=21878.95, min=17768.96, max=27182.61, n=5, outliers=0
tree_ORTHOMCL641_Inner4.nexus: média=26206.49 bps, std=3301.57, mediana=25072.13, min=23789.99, max=32720.93, n=5, outliers=0
tree_ORTHOMCL641_Inner5.nexus: média=50875.52 bps, std=7943.68, mediana=45077.14, min=44102.92, max=62132.19, n=5, outliers=0
tree_ORTHOMCL648_Inner1.nexus: média=19840.90 bps, std=2667.72, mediana=18522.82, min=16887.62, max=24482.73, n=5, outliers=0
tree_ORTHOMCL648_Inner2.nexus: média=21894.14 bps, std=4154.38, mediana=19484.80, min=17241.63, max=27887.60, n=5, outliers=0
tree_ORTHOMCL648_Inner3.nexus: média=26817.60 bps, std=4549.60, mediana=26555.69, min=21250.81, max=34057.01, n=5, outliers=0
tree_ORTHOMCL648_Inner4.nexus: média=28573.97 bps, std=7019.22, mediana=23702.10, min=22586.76, max=40735.24, n=5, outliers=0
tree_ORTHOMCL648_Inner5.nexus: média=48686.87 bps, std=6247.77, mediana=44827.83, min=43276.48, max=60246.51, n=5, outliers=0
tree_ORTHOMCL650_Inner1.nexus: média=22281.69 bps, std=3449.30, mediana=20278.79, min=18587.06, max=26524.76, n=5, outliers=0
tree_ORTHOMCL650_Inner2.nexus: média=25695.16 bps, std=3651.92, mediana=24733.53, min=21692.25, max=32596.35, n=5, outliers=0
tree_ORTHOMCL650_Inner3.nexus: média=34241.98 bps, std=5320.77, mediana=31833.87, min=28944.42, max=42182.35, n=5, outliers=0
tree_ORTHOMCL650_Inner4.nexus: média=21162.55 bps, std=1830.07, mediana=21399.02, min=18893.82, max=24049.62, n=5, outliers=0
tree_ORTHOMCL650_Inner5.nexus: média=52775.26 bps, std=8073.70, mediana=49616.15, min=43361.73, max=63831.55, n=5, outliers=0
tree_ORTHOMCL652_Inner1.nexus: média=18632.08 bps, std=1146.25, mediana=19359.20, min=16664.15, max=19639.14, n=5, outliers=0
tree_ORTHOMCL652_Inner2.nexus: média=27583.27 bps, std=4474.32, mediana=28987.28, min=22086.71, max=33816.88, n=5, outliers=0
tree_ORTHOMCL652_Inner3.nexus: média=20059.36 bps, std=459.32, mediana=19994.02, min=19516.01, max=20809.66, n=5, outliers=0
tree_ORTHOMCL652_Inner4.nexus: média=46868.29 bps, std=6771.68, mediana=49833.33, min=37635.13, max=55963.42, n=5, outliers=0
tree_ORTHOMCL652_Inner5.nexus: média=48485.41 bps, std=5307.81, mediana=46558.20, min=44012.87, max=58879.16, n=5, outliers=0
tree_ORTHOMCL659_Inner1.nexus: média=21965.02 bps, std=2576.30, mediana=23022.16, min=18746.53, max=24763.92, n=5, outliers=0
tree_ORTHOMCL659_Inner2.nexus: média=20517.34 bps, std=2760.15, mediana=19598.46, min=18358.60, max=25901.73, n=5, outliers=0
tree_ORTHOMCL659_Inner3.nexus: média=21734.63 bps, std=3730.67, mediana=20583.30, min=17901.79, max=27904.61, n=5, outliers=0
tree_ORTHOMCL659_Inner4.nexus: média=27854.78 bps, std=3342.68, mediana=25690.99, min=24757.82, max=32159.45, n=5, outliers=0
tree_ORTHOMCL659_Inner5.nexus: média=52938.40 bps, std=7525.42, mediana=51095.41, min=46196.13, max=67451.15, n=5, outliers=0
tree_ORTHOMCL665_Inner1.nexus: média=21189.21 bps, std=2824.73, mediana=20138.54, min=18136.06, max=24576.53, n=5, outliers=0
tree_ORTHOMCL665_Inner2.nexus: média=28697.64 bps, std=3459.12, mediana=27121.41, min=25429.08, max=34850.85, n=5, outliers=0
tree_ORTHOMCL665_Inner3.nexus: média=34615.14 bps, std=5860.71, mediana=32938.03, min=26166.79, max=42140.40, n=5, outliers=0
tree_ORTHOMCL665_Inner4.nexus: média=36906.61 bps, std=4227.61, mediana=36188.72, min=32262.60, max=44859.06, n=5, outliers=0
tree_ORTHOMCL665_Inner5.nexus: média=51735.27 bps, std=8946.58, mediana=46550.02, min=43874.58, max=68051.33, n=5, outliers=0
tree_ORTHOMCL667_Inner1.nexus: média=24976.47 bps, std=2404.50, mediana=25244.85, min=20663.78, max=27413.46, n=5, outliers=0
tree_ORTHOMCL667_Inner2.nexus: média=18700.22 bps, std=1700.22, mediana=18212.51, min=16821.25, max=21822.68, n=5, outliers=0
tree_ORTHOMCL667_Inner3.nexus: média=21891.71 bps, std=2940.85, mediana=21714.87, min=18707.69, max=26748.35, n=5, outliers=0
tree_ORTHOMCL667_Inner4.nexus: média=34117.49 bps, std=6708.42, mediana=32694.89, min=24444.10, max=43926.40, n=5, outliers=0
tree_ORTHOMCL667_Inner5.nexus: média=47917.14 bps, std=4119.94, mediana=46228.90, min=44579.15, max=55864.08, n=5, outliers=0
tree_ORTHOMCL680_Inner1.nexus: média=20940.46 bps, std=2386.43, mediana=21917.04, min=17725.14, max=23856.41, n=5, outliers=0
tree_ORTHOMCL680_Inner2.nexus: média=26683.74 bps, std=2873.00, mediana=25678.70, min=24132.25, max=31874.25, n=5, outliers=0
tree_ORTHOMCL680_Inner3.nexus: média=36490.81 bps, std=3761.76, mediana=37155.32, min=30822.81, max=41920.97, n=5, outliers=0
tree_ORTHOMCL680_Inner4.nexus: média=19954.06 bps, std=1598.29, mediana=19788.42, min=18223.46, max=22406.35, n=5, outliers=0
tree_ORTHOMCL680_Inner5.nexus: média=53200.29 bps, std=9053.71, mediana=55367.50, min=43114.73, max=67037.53, n=5, outliers=0
tree_ORTHOMCL721_Inner1.nexus: média=20011.99 bps, std=1135.74, mediana=20671.18, min=18409.33, max=21367.30, n=5, outliers=0
tree_ORTHOMCL721_Inner2.nexus: média=22939.64 bps, std=3380.87, mediana=23496.37, min=19005.34, max=27754.86, n=5, outliers=0
tree_ORTHOMCL721_Inner3.nexus: média=26074.09 bps, std=2643.48, mediana=26192.14, min=22608.61, max=29723.42, n=5, outliers=0
tree_ORTHOMCL721_Inner4.nexus: média=47806.47 bps, std=8395.56, mediana=46319.27, min=37009.34, max=58441.56, n=5, outliers=0
tree_ORTHOMCL726_Inner1.nexus: média=22243.39 bps, std=4097.64, mediana=20850.96, min=18103.00, max=29530.62, n=5, outliers=0
tree_ORTHOMCL726_Inner2.nexus: média=23776.07 bps, std=3628.78, mediana=26111.14, min=18675.89, max=27050.91, n=5, outliers=0
tree_ORTHOMCL726_Inner3.nexus: média=19618.05 bps, std=2925.68, mediana=19110.70, min=15779.12, max=24840.41, n=5, outliers=0
tree_ORTHOMCL726_Inner4.nexus: média=47835.71 bps, std=4457.87, mediana=45438.51, min=44280.24, max=56206.01, n=5, outliers=0
tree_ORTHOMCL728_Inner1.nexus: média=20386.01 bps, std=3781.66, mediana=18482.31, min=16788.25, max=27251.95, n=5, outliers=0
tree_ORTHOMCL728_Inner2.nexus: média=28086.20 bps, std=4221.81, mediana=25985.54, min=23909.40, max=33648.05, n=5, outliers=0
tree_ORTHOMCL728_Inner3.nexus: média=23809.40 bps, std=4751.21, mediana=24056.58, min=17671.90, max=30410.54, n=5, outliers=0
tree_ORTHOMCL728_Inner4.nexus: média=45201.63 bps, std=7737.35, mediana=40998.50, min=39136.25, max=60091.25, n=5, outliers=0
tree_ORTHOMCL733_Inner1.nexus: média=19521.32 bps, std=3818.35, mediana=19210.18, min=14093.45, max=26072.01, n=5, outliers=0
tree_ORTHOMCL733_Inner2.nexus: média=23395.23 bps, std=3208.99, mediana=25189.30, min=18834.57, max=26405.07, n=5, outliers=0
tree_ORTHOMCL733_Inner3.nexus: média=24890.77 bps, std=2050.60, mediana=24874.16, min=22567.98, max=27825.97, n=5, outliers=0
tree_ORTHOMCL733_Inner4.nexus: média=50178.74 bps, std=6052.04, mediana=50804.28, min=43107.77, max=60603.38, n=5, outliers=0
tree_ORTHOMCL741_Inner1.nexus: média=19526.49 bps, std=959.26, mediana=19478.98, min=18426.47, max=21084.84, n=5, outliers=0
tree_ORTHOMCL741_Inner2.nexus: média=22473.90 bps, std=2874.70, mediana=23711.37, min=19040.11, max=26203.35, n=5, outliers=0
tree_ORTHOMCL741_Inner3.nexus: média=25776.56 bps, std=3420.82, mediana=24292.84, min=22539.38, max=32276.80, n=5, outliers=0
tree_ORTHOMCL741_Inner4.nexus: média=50535.41 bps, std=6368.19, mediana=50210.14, min=40569.36, max=57941.93, n=5, outliers=0
tree_ORTHOMCL744_Inner1.nexus: média=19487.33 bps, std=775.56, mediana=19208.03, min=18840.61, max=21011.34, n=5, outliers=0
tree_ORTHOMCL744_Inner2.nexus: média=27002.45 bps, std=3322.58, mediana=25630.43, min=22596.22, max=30919.63, n=5, outliers=0
tree_ORTHOMCL744_Inner3.nexus: média=20649.21 bps, std=3768.87, mediana=19453.04, min=16468.58, max=26587.37, n=5, outliers=0
tree_ORTHOMCL744_Inner4.nexus: média=53687.13 bps, std=11424.60, mediana=56334.35, min=39083.50, max=69232.55, n=5, outliers=0
tree_ORTHOMCL746_Inner1.nexus: média=18677.87 bps, std=1076.97, mediana=18974.22, min=16678.69, max=19705.84, n=5, outliers=0
tree_ORTHOMCL746_Inner2.nexus: média=21046.33 bps, std=2786.93, mediana=21695.91, min=17416.60, max=24577.42, n=5, outliers=0
tree_ORTHOMCL746_Inner3.nexus: média=26749.83 bps, std=2350.48, mediana=26432.71, min=24561.75, max=31074.77, n=5, outliers=0
tree_ORTHOMCL746_Inner4.nexus: média=44843.85 bps, std=6929.82, mediana=43248.78, min=35626.93, max=55568.59, n=5, outliers=0
tree_ORTHOMCL748_Inner1.nexus: média=20552.81 bps, std=2939.92, mediana=19285.09, min=17153.21, max=24848.33, n=5, outliers=0
tree_ORTHOMCL748_Inner2.nexus: média=21384.79 bps, std=4057.66, mediana=20186.53, min=17996.25, max=29153.00, n=5, outliers=0
tree_ORTHOMCL748_Inner3.nexus: média=29816.37 bps, std=4704.45, mediana=29425.08, min=24430.70, max=37341.35, n=5, outliers=0
